code,product_name,brands,categories,ingredients_text,allergens,labels,countries,serving_size,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
2002070092044,Pizza XXL Salame,Flete,"frozen foods, meals, pizzas pies and quiches, pizzas, frozen pizzas and pies, frozen pizzas, pizza congelada","Farinha de trigo, puré de tomate, queijo mozzarella (13,4%) (leite pasteurizado, sal, coalho microbiano, cultura-mãe), água, salame fumado (8,9%) (carne de porco, gordura de suíno, sal, dextrose, especiarias, alho, extratos de especiarias, antioxidantes: ácido ascórbico, ascorbato de sódio, extratos de alecrim; conservante: nitrito de sódio), azeite virgem extra, sal, azeite, dextrose, oregãos em pó, fermento.",,,"portugal, spain",,c,228.0,8.6,3.5,27.0,2.5,2.7,9.4,0.9
20036171,Gefüllte Lebkuchenherzen Vollmilch,"Favorina,Lidl","snacks, sweet snacks, biscuits and cakes, festive foods, gingerbreads, filled gingerbreads covered with chocolate","Glukose-Fruktose-Sirup, Weizenmehl, Zucker, 9% Aprikosenpüree, Kakaobutter, Vollmilchpulver, Süßmolkenpulver, Kakaomasse, Säureregulator: Kaliumcitrate; Geliermittel: Pektine; Backtriebmittel: Kaliumcarbonate, Diphosphate, Natriumcarbonate; natürliches Aroma, Säuerungsmittel: Citronensäure; Magermilchpulver, Gewürze, Zimt, Emulgator: Lecithine (Soja); Karamellzuckersirup, Speisesalz, Butterreinfett. Kann Spuren von Schalenfrüchten, Erdnüssen, Ei, Lupinen und Sesam enthalten.","gluten, milk, soybeans","vegetarian, fair trade, fairtrade international, fairtrade cocoa, max havelaar","france, germany, netherlands",1 portion (16 g),e,364.0,9.3,5.6,63.3,38.4,3.0,4.9,0.42
20037307,Salade de saumon fumé,Vitakrone,salade de saumon fume,"huile de navette, 27% saumon fumé (saumon. sel, sucre, fumée), œuf*, oignon, eau, carotte, moutarde, jaune d'œuf*, plantes aromatiques, vinaigre, sucre, sel, épices, jus de citron, fibres alimentaires, acidifiants: acide acétique, acide lactique; conservateur: sorbate de potassium; stabilisants: gomme guar, gomme xanthane. *issu d'œufs de poules élevées au sol.","eggs, mustard",made in belgium,belgium,200 g,d,347.4,35.0,2.9,1.4,1.1,0.1752787109375,6.7,2.1
2004060044453,Arroz con leche,special de aldi,"desserts, puddings, rice puddings","Leche entera de vaca (59%), preparado de fresa (17%) (Fresa (50%), azúcar, agua, almidón modificado de maíz, aromas, espesante: pectinas; colorante natural: carmín; correctores de acidez: citrato sódico, citrato cálcico), azúcar, arroz (8,7%), leche en polvo desnatada, nata pasteurizada.",milk,,spain,,c,193.0,3.7,2.0,28.3,19.8,0.760285,4.0,0.18
2004060131948,Quese en Lonchas Edam,La Tabla,"dairies, fermented foods, fermented milk products, cheeses, cow cheeses, sliced cheeses","LECHE pasteurizada de vaca, sal, fermentos lácticos y coagulante microbiano.",,"green dot, nutriscore, nutriscore grade d, recicla amarillo, ecoponto amarelo","portugal, spain",20 g,d,307.0,23.0,16.0,0.0,0.0,0.0,26.0,2.0
20050238,Tilsiter siivut,Milbona,"dairies, fermented foods, fermented milk products, cheeses, cow cheeses, tilsit","Pastöroitu maito (alkuperä: EU), suola, hapatteet, mikrobiologinen juoksete.",milk,"high in salt finland, no lactose","finland, germany",,d,339.0,26.0,17.9,0.1,0.1,0.0,25.0,1.8
2005693110003,2 tartelettes citron meringuée,,"sweet pies, fruit tarts, lemon tarts, lemon meringue pies","eau, sucre, farine de blé, oeufsentiers, meringue en poudre (sucre, podre de blanc d'oeuf, amidon modifié, acidifiant E330, arôme naturel) 8,9%, beure (lait), midon modifié, lactosérum (lait), poudre de lait entier, jus de citron 1,1%, blancs d'oeufs, agent foisonnant E 1505, acidifiant E330, épaississants : amidon modifié de pomme de terre et E415, arôme citron 0,1%, arôme naturel vanille, poudre à lever (E450i, E450ii, amidon de blé), sel, colorants E160a, extrait naturel de carotte","eggs, gluten, milk",,france,,e,412.0,22.0,15.0,47.0,33.0,,5.6,0.26
2006050009855,Tortillas XXL de blé,"Trader Joe's, MANNAPAIN",tortillas de ble,"Farine de blé (55%), eau, graisse végétale (palme), stabilisants (E 422, E 412, E 466), sel, dextrose, émulsifiant (E 471), poudres à lever (E 450, E 500), semoule de riz, correcteur d'acidité (E 296), conservateurs (E 281, E 202), agent traitement de la farine (E 920). Peut contenir des traces de soja et de moutarde.",,"green dot, nutriscore, nutriscore grade d",france,100 g,d,297.0,6.5,2.9,50.0,2.6,3.5,7.8,1.5
2006050013685,Taboulé aux légumes,deli salades,"plats prepares, taboules, taboules aux legumes","Semoule de blé dur 25%, carotte cuite 14%, concombre 12%, tomate 12%, maïs 11%, eau, jus de citron à base de concentré, échalotes 4,8%, huile de colza, plantes arômatiques, sel, conservateur: E202, poivre.",,point vert,france,,c,155.0,5.0,0.4,22.0,4.8,3.04878200892857,4.3,1.1
2006050027507,Boulghour et lentilles corail aux raisins sec,Deli'salades,salade de lentilles assaisonnee,"Lentilles corail cuites 17,8%, blé germé, séché et concassé, cuit (boulghour) 17,2%, tomates 13,4%, semoule de blé dur réhydratée 10,0%, oignons, huile de colza, lentilles blondes cuites, raisins secs 6,0% (raisins secs, huile de colza), poivrons rouges 5,6%, vinaigre d'alcool, ciboulette, sel, paprika, arôme naturel de citron, conservateur : sorbate de potassium.",,,france,,b,157.0,6.5,0.5,18.0,3.0,,5.0,0.8
2006050032143,Beurre doux (lot de 2),Champré,"dairies, fats, spreads, spreadable fats, animal fats, dairy spreads, milkfat, butters, unsalted butters","Beurre [crème pasteurisée (origine: UE), ferments lactiques (lait)].",milk,nutriscore,france,10 g,e,753.0,83.0,57.0,0.9,0.9,0.0,0.7,0.05
2006050059706,Eau de source de Montagne (Source Roche des Écrins),"Rocheval, Aldi","beverages and beverages preparations, beverages, waters, mountain products, spring waters, mineral waters, unsweetened beverages, mountain waters",Eau de source de montagne.,,,france,,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006050128020,Tartelettes myrtilles,Desserissimes,"sweet pies, tartlets, fruit tartlets, blueberry tartlets","Farine de blé, sucre, eau, beurre, billes de myrtilles 6.8%, oeufs entiers, poudre d'amande, myrtilles 2,6%, amidon modifié, jus de pomme concentré, poudre de lait écrémé, jus de citron concentré, arôme naturel, sel, farine de riz. Traces éventuelles d'autres fruits à coque et de soja",,"nutriscore, nutriscore grade d",france,75 g,d,324.0,13.0,7.0,45.0,22.0,1.4,5.1,0.18
2006050128396,Fromage fouetté nature,PETIT PRÉ,"dairies, fermented foods, fermented milk products, cheeses, spreads, salted spreads, cheese spreads","Fromage blanc 88% [lait de vache pasteurisé (Origine : France), ferments lactiques (dont lait), enzyme coagulante], protéines de lait 11% (origine UE), sel.",milk,"french milk, made in france, nutriscore",france,,d,263.0,25.0,17.0,4.0,4.0,0.0,5.5,1.1
20061173,Gaufres de liège choco,"Lidl,sondey","snacks, sweet snacks, biscuits and cakes, pastries, waffles, cocoa glaze coated waffles","Farine de blé, 27,3% sucre, graisse de palme, œufs, levure, sirop de sucre inverti, farine de soja, stabilisant: sorbitols; 1,9% cacao maigre en poudre, sel, huile de colza, émulsifiants: lécithines (soja), mono - et diglycérides d'acides gras; stabilisant: tristéarate de sorbitane; correcteur d'acidité: acide citrique; colorant: caroténoïdes; arôme.","eggs, gluten, soybeans",rainforest alliance,france,1 portion (60 g),e,476.666666666667,26.3333333333333,14.1666666666667,52.6666666666667,23.0,1.83333333333333,6.16666666666667,0.00175
20061319,French Style Dressing,Kania,"condiments, sauces, salad dressings, groceries","Wasser, Rapsöl, Glukose-Fruktose-Sirup, 4,5% Tomatenmark einfach konzentriert, Branntweinessig, Zucker, modifizierte Stärke, Zwiebeln, Speisesalz, Molkenerzeugnis, Kräuter, Senfsaaten, Eigelb*, Zitronensaftkonzentrat, Gewürze, natürliches Aroma, Weizenmehl, Verdickungsmittel: Xanthan, *von Eiern aus Bodenhaltung,",,,germany,,d,187.0,14.0,1.0,13.0,9.4,0.216721101459704,1.3,2.0
20067700,Britischer Cheddar mittelalt,Milbona,"dairies, fermented foods, fermented milk products, cheeses, cow cheeses, cheeses from the united kingdom, cheeses from england, cheddar cheese","Pasteurisierte Kuhmilch, Speisesalz, mikrobielles Lab, Käsereikulturen.",,,germany,,d,416.0,34.9,21.7,0.1,0.1,0.0,25.4,1.81
20069490,Pesto alla Genovese,Baresa,"condiments, sauces, pasta sauces, pestos, green pestos, groceries","38% basil, sunflower oil, 11% olive oil, 5% cashews, 4,7% cheese (cow's milk, salt, lysozyme from eggs), 4% yogurt, flavouring, 2% sugar, 1,3% pecorino romano, 1% pine nuts, 1% garlic, lactic acid,","eggs, milk, nuts","green dot, made in italy, nutriscore, triman","belgium, france, italy, norway, poland",0.25 cup (60 g),d,364.0,35.9,4.3,4.8,2.5,2.6,4.1,0.7
20070021,Weißkrautsalat mit Gemüse,,pickled salad,"Water, 28% White Cabbage, 9% Carrots, 5% Gherkins (Gherkins, Salt, Spices), 4% Onion, Spirit Vinegar, 3% Red Pepper, Sugar, Salt, Antioxidant acorbic Acid; Spice Extracts.",,,germany,,c,35.0,0.1,0.1,7.2,7.2,1.417,0.5,0.6
2007030026572,Mortadelle,Il Gusto Deli Italia,"meats and their products, prepared meats, charcuteries cuites, mortadella","Varkensvlees 97,5 %, zout, pistachenoten 0,4%, specerijen, natuurlijke aroma's, antioxidant (natriumascorbaat), conserveermiddel (natriumnitriet), Ingrédients: viande de porc 97,5 %, sel, pistaches 0,4%, épices, arômes naturels, antioxydant (ascorbate de sodium), conservateur (nitrite de sodium), Zutaten: Schweinefleisch 97,5 %, Speisesalz, Pistazien 0,4%, Gewürze, natürliche Aromen, Antioxidationsmittel (natriumascorbat), Konservierungsstoff (natriumnitrit), Verpakt onder beschermende atmosfeer/Conditionné sous atmosphère protectrice/Unter Schutzatmosphäre verpackt Verpakking niet perforeren / Ne pas percer l'emballage/Durchbohren Sie das Paket nicht",,"made in italy, nutriscore, nutriscore grade e",belgium,1 portion (30 g),,276.666666666667,24.0,9.0,0.0,0.03096,0.0,15.0,0.525
20079215,Boquerones al vinagre del Cantábrico,Ocean Sea,"seafood, fishes and their products, canned foods, fishes, fatty fishes, canned fishes, fresh foods, anchovy, semi preserved foods","68.4% filetes de boquerón (Engraulis encrasicolus), 20.8% aceite de girasol, 5.4% aceite de oliva virgen, 2.3% sal, 2% vinagre de vino, 1% aroma ajo, 0.1% perejil.",,"sustainable, sustainable fishery, green dot, sustainable seafood msc","spain, united kingdom",,d,150.0,6.9,1.6,0.8,0.0,,21.2,3.1
2009010013787,Porridge Hafermahlzeit,Gletscherkrone,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, porridge","Haferflocken (65 %), Rohrzucker Trockenmilcherzeugnis (Milchzucker Milcheiweiß, Milchfett), Glukosesirup, Mais - stärke, Sonnenblumenöl, gefriergetrocknete Heidelbeere (1,2%), gefriergetrocknete schwarze Johannisbeere (0,8 %), natürliches schwarze Johannisbeeraroma, Salz.","gluten, milk",,germany,175 g,b,117.0,2.3,0.3,20.0,5.6,,2.9,0.2
2009010034263,Jackfrucht,,eingelegte jackfruit,"Junge Jackfrucht (51%), Wasser, Salz, Säuerungsmittel: Citronensäure.",,,"france, germany",30g,c,92.0,0.3,0.1,2.3,0.4,,0.8,0.9
20090173,"Milch reis, Zimt","Landfein, freshina","desserts, puddings, rice puddings","70% Vollmilch, 15% Zimtzubereitung (Waser, Zucker, modifizierte Stärke, Zimt [0,2%], Verdickungsmittel: Natriumalginat, Guarkernmehl; Säureregulatoren: Citronensäure, Calciumcitrat; Aroma), 9% Rundkomreis, Zucker, Speisesalz, Verdickungsmittel: Carrageen; Aroma.",milk,"german agricultural society, gold medal of the german agricultural society, 2019 gold medal of the german agricultural society, made in germany","czech republic, france, germany",200g,a,74.0,0.5,0.0,11.0,5.5,5.2,3.7,0.0
2010000363461,Teurgoule vanille - Riz au lait Normand,,"desserts, puddings, rice puddings, vanilla flavored rice pudding, teurgoules","Lait, sucre, riz, vanille, sel.",,"no preservatives, no colorings",france,,c,135.5,4.47,2.36,22.0,16.5,0.086625,3.7,0.06
2011000022921,Baguette,Match,"plant based foods and beverages, plant based foods, cereals and potatoes, breads, baguettes","Farine de BLE, céréales contenant du de BLE, farine de fèves, farine de BLE malté levure désactivée agent de traitement de la farine : E300 , eau. levure : Sel, améliorant : farine de BLE, émulsifiant mono et diglycérides d'acides gras, agent de fraitement de la farine : acide ascorbique E300, huile de tournesol.",gluten,,france,,b,286.0,1.47,0.16,56.6,2.12,3.02,9.33,0.675
2011000036300,Tartelette amandines,,"sweet pies, fruit tarts, pear pies, pear tart with almonds","Fond de tartelette dont crème amande 20 % :Farine de ble (GLUTEN), beurre (LAIT) 18%, sucre, ŒUFS frais, poudre d'amandes 9% (FRUITS A COQUE), eau, sucre roux, rhun blanc, amidon modifié, LAIT entier en poudre, LAIT écrémé en poudre, arôme vanille, poudres à lever: E4501, E50011, sel, amidon de ble (GLUTEN), dextrose, arbne, colorant: E160a. Amandes (FRUITS A COQUE) effilées 10 % Nappage: sirop de glucose fructose, eau, sucre, gélifiant, pectines, alginate de sodiun, correcteur d'acidité: acide citrique, atone, colorant: carotenoides, extrait de curcuna, affernissant: chlorure de sodium Plaquette chocolat: sucre (45,4%); nasse de cacao (41,4%); beurre de cacao (12,6%); émulsifiant (0,7%): lecithine de SOJA; ane naturel: vanille; colorants: E172.",gluten,,ireland,115.0g,e,395.2,22.0,11.0,43.0,24.0,,6.3,3.0
20112707,Kassler Minutensteaks,"Mühlenhof, OceanSea, nautica","seafood, fishes and their products, fishes, fatty fishes, smoked fishes, trouts, smoked trouts","Lachsforelle, Speisesalz, Buchenholzrauch.",,"responsible aquaculture, responsible aquaculture asc, asc c 00026","france, germany, switzerland",100g,d,144.0,6.8,1.3,0.0,0.0,,20.7,3.07
20114633,Chocolat au lait amandes NORMA,Norma,"snacks, sweet snacks, cocoa and its products, chocolates, milk chocolates, chocolates with almonds, milk chocolates with almonds","sucre, amandes entières 27%, beurre de cacao, crème en poudre, pâte de cacao, poudre de lait entier, matière grasse butyrique, émulsifiant (lécithine de soja), extrait de vanille. Cacao: 30% minimum. Peut contenir des traces d'arachides, d'autres fruits à coque, de gluten et d'oeuf.",,"sustainable farming, utz certified, utz certified cocoa",france,,e,584.0,41.0,18.0,42.0,41.0,2.8059328125,9.2,0.13
20121129,Kania Thousand Island Salad Dressing,"Kania, Lidl","condiments, sauces, salad dressings, thousand island dressing, thousand island salad dressing, thousand island sauce, groceries","Vatten, rapsolja, socker, tomatkoncentrat 7 %, ättiksprit, inlagd gurka 6 % (gurka, vatten, ättiksprit, salt), röd paprika 4,2 %, modifierad majsstärkelse, senap 2 % (vatten, ättiksprit, senapsfrön, socker, salt), äggula, lök, salt, färgämne (titandioxid), surhetsreglerande medel (mjölksyra), stabiliseringsmedel (xantangummi), konserveringsmedel (kaliumsorbat), vitpeppar, gurkmeja, paprikaextrakt.",,,sweden,5 ml,d,269.0,23.0,1.7,13.0,11.0,0.93185,0.9,1.6725
20121938,Gamberetti avvolti in pasta sfoglia con salsa agli asparagi,"Lidl, Ocean Sea","frozen foods, gamberetti avvolti in pasta sfoglia con salsa agli asparagi","52% pasta sfoglia [farina di frumento, margarina vegetale (olio di palma, olio di colza, acqua, sale, emulsionante: mono - e digliceridi degli acidi grassi*; correttore di acidità: acido citrico; aroma naturale, vitamina A), acqua, sale], 16 % gamberetti boreali, acqua, 6,5 % asparagi bianchi in salamoia (4,9% asparagi bianchi, acqua, sale), formaggio a pasta molle (latte, panna, fermenti lattici), latte intero, formaggio Cheddar (latte, sale, fermenti lattici, caglio), amido modificato di mais, farina di frumento, cipolla, panna, burro, sale, tuorlo d'uovo in polvere**, aneto, aglio, brodo granulare (sale, amido di mais, estratto di lievito, lattosio, cipolla in polvere, sciroppo di glucosio, pepe, curcuma, noce moscata, olio di colza, levistico, aglio, estratto di rosmarino), farina di senape, curcuma, pepe bianco, farina di frumento maltato. *Di origine vegetale. **Da allevamento all'aperto.","gluten, milk","sustainable, sustainable fishery, sustainable seafood msc",italy,140g,d,245.0,15.6,6.9,19.6,0.7,,6.4,0.89
20129637,Greek style pastry swirls,,girelle di pasta fillo,"63% PuffPastry at Sagar 30% e Pen PO evina osuuksina (palmu, puuvilla yenes talkinakierre. 4 kpl. Pakasta. Ainesosat: 63% filotaikinaa: vehnäjauho, GIE Puff pastryfiled with men, auringonkukka), maissitärkkelys, suola, milk and Feta PDO medium fat so he made a 18.9% purjoa, 5.9% Mizithra-juustoa bera lehmin-, lampaan - ja vuohenmaidos - (Wheat Flour, Water, Vegetable in one maissitärkkelys, 11% Feta SAN&quot; juustoa (lampaan - ja vuohenmaito, suola, Cheese Filling (51 Le hapatteet, vehnäsuurimo, suola, kananmuna***, kasviöljyt vaihtelevina Medium Fat Soft Cheese (Milk), Dum Wheel Pain, Cotone puuvillansiemen, auringonkukka), mustapippuri SAN Suojattu alkuperänimitys. Sunflower), Black Pepper). Allergy Advice For Saattaa sisältää pieniä määriä soijaa, lupiinia, sinappia ja seesaminsiementä. bold. May also contain enna uuni 200-asteiseksi (kiertoilmauunt: 180 °C). Laita haluamasi määrä jäisiä frozen. If thawed, reduce coking unipellille ja paista uunin keskitasossa 35-40 minuuttia (kiertoilmauuni: n. Remove all packaging before over a d te ei sovellu valmistettavaksi mikrossa. Valmistettu Kreikassa. Purjon alkuperä: EU ja a baking tray and cook in the throughout before serving. Do not reheat. Not suitable forme coal in Deer Recycle p stojen alkuperä: Kreikka. &quot;Tarjoiluehdotus var fyllda med purjolök och est. Djupfrysta 4 st. Ingredienser: 63 % deg. Visit us at www.lil.co.uk or w.lidle vegetabiliska oljor i varierande proportion (palm, bomullsfrö, solros), majsstärkelse, ML Deegsnack met prei en kaas, ovenklaar dis ingredient te p lylining: 18.9 % purjolök, 5.9% mizithra-ost (vassle (av ko-, får - och getmjölk), salt, plantaardige oliën in wisselende verhoudinger ja laenzaad, zo tärkelse, 1,1 % Feta SUB-ost (får - och getmjölk, salt, ystenzym, syringskultur), 37% vulling (51% prei, 16% Mizithrakaas we chapenwei (meten el vegetabiliska oljor i varierande proportion (palm, bomullsfra sotros, svartpeppar. maiszetmeel, 3% feta BOB (schapenmelk geek, microbieelse prun",milk,free range,"italy, united kingdom",,d,260.0,12.6,4.8,29.1,3.2,,6.3,1.12
20139070,River Valley - Cerise,Norma,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, canned foods, desserts, canned plant based foods, fruits based foods, canned fruits, fruits in syrup, cherries in syrup","Griottes, eau, sucre, acidifiant : acide citrique.",,"vegetarian, vegan",france,,b,77.0,0.2,0.1,16.7,16.3,,0.7,0.01
20148263,Latte Macchiato Eiskaffee,Bellarom,274 kcal,"73% lait entier, 17% café Arabica*,5% creme lait), sucre, stabilisants: carbonates de sodium, carraghénanes. Teneur élevée en caféine, déconseillé aux enfants et aux femmes enceintes ou allaitantes (teneur en caffeine 35 mg/100 ml).",,,france,330g,c,83.0,4.1,2.6,8.5,8.5,0.0,2.9,0.18
20154035,Italian style salad,Oaklands,salads,"lollo rosso, red multileaf, apollo, baby leaf spinach, endive, lamb's lettuce",,,united kingdom,,a,16.9,0.5,0.1,1.7,1.7,1.0,0.9,0.0
20164751,Sugo ai carciofi,Nonna Mia Lidl,"condiments, sauces, pasta sauces, groceries","47% carciofi, acqua, panna, olio extravergine di oliva, formaggio &quot;Parmigiano Reggiano DOP&quot; (latte sale, caglio), cipolla, burro, siero di latte in polvere, sale, aglio, farina di frumento, zucchero, lattosio, pepe nero. Può contenere tracce di sedano, soia, semi di sesamo, senape, lupini, uova, frutta a guscio, pesce, molluschi e crostacei.",,,italy,,,132.2,11.0,4.69496605243389,5.1,2.5,2.77405198692909,3.2,0.88
20178918,Golden Breakfast Nougat Bits,Norma,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, breakfast cereals fortified with vitamins and chemical elements, extruded cereals, filled cereals, breakfast cereals filled with something other than chocolate fortified with vitamins and chemical elements","farinede frit!ne complète 22% lblé?riz, mais), sucre, hui{e de paime, huile de colza, noiseitesbroyees 4%, cacao maigre en poudre 3 sel, emulslfiantïleclthlne de tournesol ; arôme naturel Peutcontenl/destraces de lait, d'arachidese dau e fruits à coque. A poids constant& IVeaUde'emplissa Cesfluctuations nutritionnelles sontsoumise naturelles des aliments. A consommer de référence ava dessus de l'embal?age. @Obilné poEtétky s 40% kré nugâtovou pfichuti Sloieni:",,"vegetarian, german agricultural society, gold medal of the german agricultural society, sustainable farming, vegan, 2018 gold medal of the german agricultural society, european vegetarian union, european vegetarian union vegan, utz certified, utz certified cocoa",france,,e,452.0,16.0,4.9,68.0,34.0,,7.0,0.4
20197315,Harzer Minis,Milbona,"dairies, fermented foods, fermented milk products, cheeses","Sauermilchquark, Speisesalz, Milcheiweiß, Kümmel, Käsereikulturen.",milk,"vegetarian, no gmos, ohne gentechnik, european vegetarian union, no lactose",germany,,a,121.0,0.5,0.3,0.0,0.0,0.1,29.0,0.009375
2020000293934,Tarte aux fraises,E.Leclerc,"pies, sweet pies, fruit tarts, strawberry pies","Fraises, pate (FARINE de BLE. BEURRE PATISSIER, sucre, BEURRE, blancs d'OEUFS, DEUF, OEUFS ENTIERS, sirop de sucre inverti, sucre inverti, cacao, sel), eau, crème à froid (Sucre, amidon modifie, poudre de LAIT entier, poudre de LAIT écrémé, matière grasse végétale hydrogénée, protéines de LAIT sel, arome, LACTOSE, poudre de LACTOSERUM, palmiste totalement hydrogénée, coco, acétate de calcium, diphosphate, phosphate de sodium, sirop de glucose, ester acétiques), nappage (eau, sirop de glucose-fructose, sucre, pectine, correcteur d'acidité acide citrique, colorant végétal orange, phosphate de potassium, citrate de potassium, extrait de betterave, citrate de calcium, extrait de carotte, arome, extrait de curcumine)",,,france,,c,216.0,6.1,3.8,36.0,18.0,,3.2,0.25
20226831,Bio-Veggie Geschnetzeltes,Bio Sonne,"plant based foods and beverages, plant based foods, meat alternatives, meat analogues","Sojabohnen* 56%, Trinkwasser, Sonnenblumenöl*, Koagulationsmittel: Magnesiumchlorid, Calciumsulfat; Meersalz. *aus kontrolliert ökologischem Anbau",,"vegetarian, organic, eu organic, vegan, eg öko verordnung, european vegetarian union, european vegetarian union vegan, nutriscore","france, germany",,c,278.0,19.3,3.3,1.2,0.5,1.2,24.3,1.1
2024000023348,Mini crackers clasico,El horno Panaderia,"snacks, salty snacks, appetizers, biscuits and crackers, crackers appetizers","Harina de trigo, aceite de girasol 10,2%, corrector de acidez: carbonatos de sodio, masa madre (harina de trigo, agua, harina de cebada malteada), sal 0,6%, harina de cebada malteada, levadura de cerveza, extracto natural de oliva.",,,"portugal, spain","31,25g",d,440.0,11.0,1.1,74.0,2.3,,10.0,1.3
2024060034131,Ensalada de patata Wonnemeyer,Wonnemeyer Feinkost,ensalada de patata wonnemeyer,"DI IGO 2466 aldi.es 1000 ge Ingredientes: patata 75 %, agua, aceite de nabina, vinagre de alcohol, azúcar, cebolla, granos de mostaza sal, plantas aromáticas, especias, espesantes: goma guar, goma xantana; corrector de acidez: acetatos de sodio. Sin gluten y sin lactosa.",,"vegetarian, no gluten, vegan, european vegetarian union, european vegetarian union vegan, no lactose",spain,,,108.0,4.5,,15.0,3.2,,1.6,3.25
2024060044451,Arroz con leche con fresas,Aldi,"desserts, puddings, rice puddings","Leche* entera (59%), preparado de fresa (17%) (fresa (50%), azúcar, agua, almidón modificado de maíz, aromas, espesante: pectinas; colorante: carmín; correctores de acidez: citratos de sodio, citratos de calcio), azúcar, arroz (8,7%), leche desnatada en polvo (2,5%), nata pasteurizada.",,green dot,spain,,c,144.0,2.8,0.3,26.0,18.5,0.754725,3.5,0.04
20245696,Joghurt Abricot,Milbona,"dairies, fermented foods, fermented milk products, desserts, dairy desserts, fermented dairy desserts, fermented dairy desserts with fruits, yogurts, fruit yogurts, flavoured fermented dairy desserts, apricot yogurts, flavoured yogurts","Lait entier, sucre, 9,2% abricots (purée d'abricots à base de concentré, concentré de jus d'abricots), protéines du lait, amidon de mais, jus de citron, concentré alimentaire colorant (carthame), arôme.",,,france,,c,93.0,2.8,1.5,13.4,10.8,,3.6,0.11
20246463,Tiras de bacon ahumado sin lactosa,,"meats and their products, meats, pork and its products, pork, bacon","93% panceta de cerdo, sal, conservadores: lactato potásico, etil lauroil arginato, nitrito sódico",,"no gluten, no lactose",spain,,e,248.0,20.0,7.2,1.0,0.8,0.0,16.0,2.0
20266226,biscuits fourrés goût chocolat,Delicia,"snacks, sweet snacks, biscuits and cakes, biscuits and crackers, biscuits, chocolate biscuits, filled biscuits","Farine de blé, sucre, graisse de palme, cacao maigre en poudre 5%, amidon de blé, sirop de glucose, sel, poudre de lait écrémé, protéines de pois, poudre à lever : carbonates d'ammonium; émulsifiants: stéaroyl-2-lactylate de sodium, lécithines. Peut contenir des traces de seigle, d'avoine, d'orge et de fruits à coque.",gluten,"fair trade, fairtrade cocoa, triman","france, germany",,e,469.0,18.4,8.6,68.8,32.4,2.7,5.6,0.37
20266523,Lonchas Queso Tierno Light,Roncero,"dairies, fermented foods, fermented milk products, cheeses","leche pasteurizada de vaca semidesnatada, (min. 16%) oveja y (min. 14%) cabra, fermentos lácticos, sal, cuajo.",,,"france, spain",,e,290.0,20.0,13.60000038147,0.5,0.5,,27.0,1.6000000238419
20269821,Tomaten gehackt,"Belbake, Belbeka, Villa Gusto","condiments, sauces, tomato sauces, groceries","Gehackte Tomaten (60%), Tomatensaft (39,9%), Säureregulator.",,made in italy,"france, germany",,a,20.0,0.1,0.1,3.0,0.4,1.1,1.3,0.05
20275532,Gnocchetti Tirolesi,Nonna Mia,spinach pasta,"farina di grano tenero tipo 00, 25% spinaci, uova, acqua, sale, olio di semi di girasole. può contenere tracce di latte.",,,france,200 g,e,91.7981640367193,1.4,0.6,29.1,1.8,3.9925,4.9,4.2
20276607,Butter Waffles,Sondey,"snacks, sweet snacks, biscuits and cakes, biscuits and crackers, biscuits, wafers, plain wafers","Weizenmehl, Zucker, 18% Butter, Eier*, Backtriebmittel: Ammoniumcarbonate; Meersalz. *von Eiern aus Bodenhaltung.","eggs, gluten, milk","green dot, made in belgium, nutriscore","france, switzerland",50 g,e,469.0,16.1,9.7,74.1,40.8,1.3,6.6,0.4
20282615,Hering in Tomatensoße,Fjord Krone,"seafood, fishes and their products, fishes","Heringsfilets (60%), Tomatensauce (40%) (Trinkwasser, Tomatenmark (28%), Rapsöl, Zucker, Kartoffelmehl, Rotweinessig, Speisesalz, Tomatenpulver, Verdickungsmittel Guarkernmehl, Gewürze)",fish,"sustainable, german agricultural society, sustainable fishery, gold medal of the german agricultural society, 2021 gold medal of the german agricultural society, no lactose, nutriscore, nutriscore grade b, sustainable seafood msc",germany,40 g,d,489.0,27.0,3.9,44.3,7.4,6.9,13.7,1.9
20290535,Swiss style classic muesli,Crownfield,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, mueslis","39% Malted Toasted Wholegrain Wheat Flakes (Wholegrain Wheat, Sugar, Barley Malt Extract, Salt), 38% Wholegrain Oat Flakes, 13% Raisins (Raisins, Sunflower Oil), Sugar, Dried Skimmed Milk, Dried Whey (Milk), 3% Mixed Nuts (Chopped Roasted Hazelnuts, Flaked Almonds).","gluten, milk, nuts",kalorien 374,ireland,45g,a,374.0,5.9,0.8,64.2,17.1,8.4,11.9,0.15
